#group,false,false,true,true,false,true,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,agent,rssi,x,y
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.61Z,estpos,agent_1,-55,0.02975580574239628,23.486018171038122
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.611Z,estpos,agent_2,-61,32.848237918038684,46.92324424097882
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.612Z,estpos,agent_1,-58,-0.5454627894819992,24.724820356494085
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.613Z,estpos,agent_1,-58,-0.7935059392342108,26.066060978726536
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.614Z,estpos,agent_2,-56.5,31.97990016985442,50.78341890092168
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.746Z,estpos,agent_2,-60,36.5477390699149,61.09221164343758
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.747Z,estpos,agent_1,-56.5,-6.661830305233369,43.533949231918164
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.748Z,estpos,agent_2,-57,32.498138147325285,65.23656696565698
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.749Z,estpos,agent_2,-61,32.47253801052552,64.76402331878468
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.75Z,estpos,agent_1,-57.5,-7.775736087287524,44.89025953996429
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.751Z,estpos,agent_1,-57.5,-8.224866847456056,43.65569631941207
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.752Z,estpos,agent_2,-59,28.020973456591225,67.19291247588691
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.753Z,estpos,agent_2,-60.5,25.746430459270975,68.6100067544242
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.754Z,estpos,agent_2,-62.5,23.53004517031745,69.85554795392987
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.755Z,estpos,agent_1,-63.5,-14.260310058772317,41.623590958747805
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.756Z,estpos,agent_2,-64,20.194656336134173,71.88877529112379
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.757Z,estpos,agent_2,-60.5,19.386205359623233,72.48301649581806
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.758Z,estpos,agent_2,-62.5,17.86472556995295,73.57967693735853
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.979Z,estpos,agent_1,-71.5,-30.828641989629546,50.47520293873264
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.98Z,estpos,agent_2,-65,3.5351138558461153,84.63495152542625
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.981Z,estpos,agent_2,-69.5,2.3128993412576584,83.87510344522697
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.982Z,estpos,agent_2,-65,0.7680919182190098,83.04739092916624
,,0,2025-08-19T14:36:19.875Z,2025-08-19T14:40:19.875Z,2025-08-19T14:36:56.983Z,estpos,agent_2,-69.5,1.7129633109218294,83.00484145839398
