NO_OF_FRAMES	3996
NO_OF_CAMERAS	8
NO_OF_BODIES	3
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-08-19, 16:38:19.875	16348406.23157430
DATA_INCLUDED	6D
BODY_NAMES	tag1	tag2	anchor
BODY_FILTERS	No filter	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	Global	
ROTATION_ORIGIN	Global	Global	Global	
Frame	Time	tag1 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		tag2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		anchor X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
178	1.77000	-1585.43759	-346.25891	860.50402	1.45658	-0.22713	-0.13298	0.53909	0.99999	-0.00242	0.00390	0.00232	0.99967	0.02543	-0.00396	-0.02542	0.99967		-1363.02916	72.76964	845.31159	-0.04870	-0.14419	-0.16205	1.86606	0.99999	-0.00283	0.00252	0.00283	1.00000	-0.00084	-0.00252	0.00085	1.00000		-2071.32971	81.14447	840.43286	0.08271	0.00871	0.30131	0.21200	0.99999	0.00526	-0.00014	-0.00526	0.99999	0.00144	0.00015	-0.00144	1.00000	
179	1.78000	-1585.47578	-346.01444	860.48124	1.32052	-0.13718	0.01517	0.56818	1.00000	0.00021	0.00240	-0.00026	0.99973	0.02304	-0.00239	-0.02305	0.99973		-1363.01479	72.72814	845.32234	-0.07628	-0.15131	-0.18077	1.86737	0.99999	-0.00315	0.00265	0.00316	0.99999	-0.00132	-0.00264	0.00133	1.00000		-2071.31145	81.05143	840.38744	-0.00816	-0.08097	0.01279	0.18104	1.00000	0.00022	0.00141	-0.00022	1.00000	-0.00014	-0.00141	0.00014	1.00000	
180	1.79000	-1585.53918	-345.87564	860.54223	1.28116	-0.15496	0.07141	0.54729	1.00000	0.00119	0.00273	-0.00125	0.99975	0.02236	-0.00270	-0.02236	0.99975		-1363.05046	72.77492	845.33754	-0.03523	-0.10933	-0.14734	1.90684	0.99999	-0.00257	0.00191	0.00257	1.00000	-0.00061	-0.00191	0.00061	1.00000		-2071.38653	81.05703	840.43980	-0.01742	-0.05981	0.11028	0.11784	1.00000	0.00192	0.00104	-0.00192	1.00000	-0.00031	-0.00104	0.00030	1.00000	
181	1.80000	-1585.46974	-345.84783	860.72581	1.24556	-0.10541	0.07139	0.57829	1.00000	0.00121	0.00187	-0.00125	0.99976	0.02174	-0.00184	-0.02174	0.99976		-1363.03395	72.77445	845.33963	-0.02728	-0.14207	-0.10359	1.90164	1.00000	-0.00181	0.00248	0.00181	1.00000	-0.00047	-0.00248	0.00048	1.00000		-2071.37302	81.03635	840.41432	-0.02577	-0.09663	0.06843	0.13209	1.00000	0.00120	0.00169	-0.00119	1.00000	-0.00045	-0.00169	0.00045	1.00000	
182	1.81000	-1585.46583	-345.71957	860.54424	1.12835	0.00028	0.03462	0.56426	1.00000	0.00060	0.00001	-0.00060	0.99981	0.01969	0.00000	-0.01969	0.99981		-1363.04154	72.74625	845.33023	-0.03878	-0.14494	-0.11862	1.88671	0.99999	-0.00207	0.00253	0.00207	1.00000	-0.00067	-0.00253	0.00068	1.00000		-2071.47966	81.04699	840.37549	0.00215	-0.15235	0.40842	0.18269	0.99997	0.00713	0.00266	-0.00713	0.99997	0.00002	-0.00266	-0.00004	1.00000	
183	1.82000	-1585.49887	-345.81102	860.51901	1.22663	0.01713	0.18219	0.55922	0.99999	0.00319	-0.00023	-0.00318	0.99977	0.02141	0.00030	-0.02141	0.99977		-1363.12969	72.90330	845.38004	0.10610	-0.05370	0.12799	1.94930	1.00000	0.00223	0.00094	-0.00223	1.00000	0.00185	-0.00094	-0.00185	1.00000		-2071.30874	81.02396	840.37948	-0.05517	-0.10276	-0.00038	0.18853	1.00000	-0.00000	0.00179	0.00001	1.00000	-0.00096	-0.00179	0.00096	1.00000	
184	1.83000	-1585.62262	-345.93443	860.63853	1.30125	-0.01225	0.14820	0.54302	1.00000	0.00258	0.00027	-0.00259	0.99974	0.02271	-0.00021	-0.02271	0.99974		-1363.13677	72.86536	845.35339	0.06783	-0.05939	0.07799	1.92686	1.00000	0.00136	0.00104	-0.00136	1.00000	0.00118	-0.00104	-0.00118	1.00000		-2071.55149	81.13128	840.54586	0.11014	-0.06958	0.76485	0.14460	0.99991	0.01335	0.00124	-0.01335	0.99991	0.00191	-0.00121	-0.00192	1.00000	
185	1.84000	-1585.67983	-346.06439	860.47873	1.31055	0.01441	0.17060	0.55605	1.00000	0.00298	-0.00018	-0.00298	0.99973	0.02287	0.00025	-0.02287	0.99974		-1363.12459	72.86236	845.36958	0.09577	-0.03448	0.17069	1.94426	1.00000	0.00298	0.00061	-0.00298	0.99999	0.00167	-0.00060	-0.00167	1.00000		-2071.29536	81.05499	840.37550	-0.00635	-0.08069	0.08586	0.14310	1.00000	0.00150	0.00141	-0.00150	1.00000	-0.00011	-0.00141	0.00011	1.00000	
186	1.85000	-1585.84772	-346.34088	860.50558	1.48920	-0.01930	0.22580	0.55862	0.99999	0.00393	0.00044	-0.00394	0.99965	0.02599	-0.00034	-0.02599	0.99966		-1363.02896	72.71377	845.29888	-0.05293	-0.14041	-0.12826	1.87532	0.99999	-0.00224	0.00245	0.00224	1.00000	-0.00092	-0.00245	0.00092	1.00000		-2071.43112	81.04806	840.43404	-0.01360	-0.12535	0.45690	0.18668	0.99997	0.00797	0.00219	-0.00797	0.99997	-0.00025	-0.00219	0.00024	1.00000	
187	1.86000	-1586.06883	-346.48284	860.45522	1.48011	-0.17003	0.23225	0.54477	0.99999	0.00398	0.00307	-0.00405	0.99966	0.02582	-0.00297	-0.02583	0.99966		-1363.04040	72.69447	845.32539	-0.04466	-0.12030	-0.09988	1.89686	1.00000	-0.00174	0.00210	0.00174	1.00000	-0.00078	-0.00210	0.00078	1.00000		-2071.43448	81.02105	840.37975	-0.01842	-0.08323	0.40904	0.16939	0.99997	0.00714	0.00145	-0.00714	0.99997	-0.00033	-0.00145	0.00032	1.00000	
188	1.87000	-1586.20508	-346.69820	860.47124	1.55723	-0.15467	0.20838	0.60533	0.99999	0.00356	0.00280	-0.00364	0.99962	0.02717	-0.00270	-0.02718	0.99963		-1363.04726	72.69632	845.33486	-0.04491	-0.12778	-0.17255	1.87133	0.99999	-0.00301	0.00223	0.00301	1.00000	-0.00078	-0.00223	0.00078	1.00000		-2071.40727	80.99500	840.40600	-0.00512	-0.10498	0.32620	0.14447	0.99998	0.00569	0.00183	-0.00569	0.99998	-0.00010	-0.00183	0.00009	1.00000	
189	1.88000	-1586.43482	-346.98630	860.47570	1.73134	-0.26136	0.34253	0.53805	0.99997	0.00584	0.00474	-0.00598	0.99953	0.03019	-0.00456	-0.03021	0.99953		-1363.12434	72.84582	845.32597	0.05352	-0.07229	0.14092	1.90985	1.00000	0.00246	0.00126	-0.00246	1.00000	0.00093	-0.00126	-0.00093	1.00000		-2071.42039	81.03700	840.41684	-0.00569	-0.08661	0.37341	0.12263	0.99998	0.00652	0.00151	-0.00652	0.99998	-0.00011	-0.00151	0.00010	1.00000	
190	1.89000	-1586.53471	-347.09347	860.38458	1.72807	-0.20370	0.33452	0.55713	0.99998	0.00573	0.00373	-0.00584	0.99953	0.03013	-0.00356	-0.03016	0.99954		-1363.05576	72.75680	845.38986	0.00426	-0.11730	-0.11716	1.89375	1.00000	-0.00205	0.00205	0.00204	1.00000	0.00008	-0.00205	-0.00007	1.00000		-2071.43191	81.00910	840.39008	-0.03191	-0.13709	0.45098	0.17681	0.99997	0.00787	0.00239	-0.00787	0.99997	-0.00058	-0.00239	0.00056	1.00000	
191	1.90000	-1586.66091	-347.15292	860.38607	1.69006	-0.15989	0.43972	0.58416	0.99997	0.00759	0.00302	-0.00767	0.99954	0.02947	-0.00279	-0.02949	0.99956		-1363.01802	72.73910	845.30913	-0.04485	-0.12017	-0.13947	1.89381	0.99999	-0.00243	0.00210	0.00243	1.00000	-0.00078	-0.00210	0.00078	1.00000		-2071.30409	81.04549	840.41719	0.00082	-0.07009	-0.03737	0.18449	1.00000	-0.00065	0.00122	0.00065	1.00000	0.00002	-0.00122	-0.00001	1.00000	
192	1.91000	-1586.91755	-347.33609	860.40862	1.81720	-0.12171	0.56832	0.55827	0.99995	0.00985	0.00244	-0.00992	0.99945	0.03169	-0.00212	-0.03171	0.99949		-1363.04462	72.73621	845.32603	-0.02872	-0.14354	-0.14413	1.88380	0.99999	-0.00251	0.00251	0.00252	1.00000	-0.00050	-0.00251	0.00050	1.00000		-2071.48505	81.01126	840.44541	0.00123	-0.09883	0.37121	0.14873	0.99998	0.00648	0.00172	-0.00648	0.99998	0.00001	-0.00172	-0.00002	1.00000	
193	1.92000	-1587.13079	-347.39972	860.38226	1.81640	-0.13795	0.53534	0.53858	0.99995	0.00926	0.00270	-0.00934	0.99945	0.03167	-0.00241	-0.03170	0.99949		-1363.06027	72.73395	845.31465	-0.01216	-0.10552	-0.20939	1.86774	0.99999	-0.00365	0.00184	0.00365	0.99999	-0.00021	-0.00184	0.00021	1.00000		-2071.32658	81.03073	840.36555	0.03397	-0.10732	0.05490	0.17099	1.00000	0.00096	0.00187	-0.00096	1.00000	0.00059	-0.00187	-0.00059	1.00000	
194	1.93000	-1587.36054	-347.35252	860.28547	1.69582	-0.08095	0.60053	0.58889	0.99994	0.01043	0.00172	-0.01048	0.99951	0.02958	-0.00141	-0.02959	0.99956		-1363.07356	72.85815	845.33965	0.06926	-0.07563	0.06720	1.91464	1.00000	0.00117	0.00132	-0.00117	1.00000	0.00121	-0.00132	-0.00121	1.00000		-2071.49569	81.04833	840.43868	0.01902	-0.11451	0.38436	0.17090	0.99998	0.00671	0.00200	-0.00671	0.99998	0.00032	-0.00200	-0.00033	1.00000	
195	1.94000	-1587.78922	-347.42861	860.33423	1.82700	-0.11917	0.71389	0.53842	0.99992	0.01239	0.00248	-0.01246	0.99941	0.03185	-0.00208	-0.03188	0.99949		-1363.03295	72.76176	845.28502	-0.02135	-0.10586	-0.19164	1.87822	0.99999	-0.00334	0.00185	0.00334	0.99999	-0.00037	-0.00185	0.00037	1.00000		-2071.53934	81.16031	840.52130	0.09502	-0.08271	0.75601	0.12042	0.99991	0.01319	0.00147	-0.01319	0.99991	0.00164	-0.00144	-0.00166	1.00000	
196	1.95000	-1588.22515	-347.27197	860.29299	1.70784	-0.18684	0.79534	0.55892	0.99990	0.01378	0.00367	-0.01388	0.99946	0.02975	-0.00326	-0.02980	0.99955		-1363.08854	72.85495	845.34635	0.05273	-0.04883	0.09283	1.95538	1.00000	0.00162	0.00085	-0.00162	1.00000	0.00092	-0.00085	-0.00092	1.00000		-2071.32555	81.03197	840.42797	-0.05315	-0.07856	0.14427	0.14905	1.00000	0.00252	0.00137	-0.00252	1.00000	-0.00093	-0.00137	0.00093	1.00000	
197	1.96000	-1588.74215	-347.26664	860.37688	1.76931	-0.29531	0.86340	0.55162	0.99987	0.01490	0.00562	-0.01507	0.99941	0.03079	-0.00515	-0.03087	0.99951		-1363.04557	72.74375	845.33845	0.01714	-0.13220	-0.11279	1.88258	1.00000	-0.00197	0.00231	0.00197	1.00000	0.00030	-0.00231	-0.00030	1.00000		-2071.43692	80.97352	840.40707	-0.02001	-0.10835	0.40216	0.12825	0.99997	0.00702	0.00189	-0.00702	0.99998	-0.00036	-0.00189	0.00035	1.00000	
198	1.97000	-1589.26866	-347.12022	860.24176	1.64312	-0.39512	0.81471	0.60120	0.99988	0.01402	0.00730	-0.01422	0.99949	0.02857	-0.00690	-0.02867	0.99957		-1363.01629	72.70521	845.26875	-0.05804	-0.16366	-0.20275	1.86820	0.99999	-0.00354	0.00286	0.00354	0.99999	-0.00100	-0.00286	0.00101	1.00000		-2071.41666	81.01926	840.41308	-0.01084	-0.09739	0.40031	0.16097	0.99997	0.00699	0.00170	-0.00699	0.99998	-0.00020	-0.00170	0.00019	1.00000	
199	1.98000	-1589.63404	-347.00354	860.09898	1.57843	-0.31763	1.24929	0.38927	0.99975	0.02164	0.00614	-0.02180	0.99939	0.02742	-0.00554	-0.02754	0.99961		-1363.05275	72.72579	845.33593	-0.00490	-0.12595	-0.11403	1.88075	1.00000	-0.00199	0.00220	0.00199	1.00000	-0.00008	-0.00220	0.00009	1.00000		-2071.31490	81.14540	840.46418	0.07426	-0.00648	0.39039	0.19308	0.99998	0.00681	0.00012	-0.00681	0.99998	0.00130	-0.00011	-0.00130	1.00000	
200	1.99000	-1590.14748	-347.22098	860.30812	1.74456	-0.54659	0.98006	0.60158	0.99981	0.01681	0.01005	-0.01710	0.99940	0.03028	-0.00954	-0.03044	0.99949		-1363.11400	72.83781	845.34198	0.09757	-0.02332	0.07208	1.93809	1.00000	0.00126	0.00041	-0.00126	1.00000	0.00170	-0.00041	-0.00170	1.00000		-2071.29767	81.15137	840.44024	0.07130	0.00801	0.30867	0.22409	0.99999	0.00539	-0.00013	-0.00539	0.99998	0.00125	0.00014	-0.00124	1.00000	
201	2.00000	-1590.41755	-347.28812	860.32636	1.82530	-0.53992	1.05231	0.57874	0.99979	0.01806	0.01000	-0.01836	0.99933	0.03167	-0.00942	-0.03185	0.99945		-1363.03393	72.72279	845.32973	-0.02055	-0.11547	-0.14534	1.88959	0.99999	-0.00254	0.00202	0.00254	1.00000	-0.00035	-0.00202	0.00036	1.00000		-2071.30844	81.00988	840.39930	-0.03047	-0.06221	0.15869	0.12064	1.00000	0.00277	0.00108	-0.00277	1.00000	-0.00053	-0.00109	0.00053	1.00000	
202	2.01000	-1590.61274	-347.37751	860.29118	1.88610	-0.51772	1.19852	0.59187	0.99974	0.02061	0.00972	-0.02092	0.99925	0.03272	-0.00904	-0.03291	0.99942		-1363.03625	72.78445	845.32594	0.01646	-0.12211	-0.10486	1.89369	1.00000	-0.00183	0.00213	0.00183	1.00000	0.00029	-0.00213	-0.00029	1.00000		-2071.31693	80.97180	840.37385	-0.03366	-0.08430	0.13978	0.12771	1.00000	0.00244	0.00147	-0.00244	1.00000	-0.00059	-0.00147	0.00059	1.00000	
203	2.02000	-1590.64255	-347.45379	860.22730	1.97450	-0.43001	1.17575	0.59160	0.99976	0.02025	0.00821	-0.02052	0.99920	0.03429	-0.00751	-0.03445	0.99938		-1363.03879	72.74911	845.30891	-0.04047	-0.14017	-0.10048	1.88601	1.00000	-0.00175	0.00245	0.00175	1.00000	-0.00070	-0.00245	0.00071	1.00000		-2071.30560	80.99810	840.38918	-0.03882	-0.06813	0.01705	0.15521	1.00000	0.00030	0.00119	-0.00030	1.00000	-0.00068	-0.00119	0.00068	1.00000	
204	2.03000	-1590.71636	-347.42309	860.11989	1.91241	-0.36227	1.23531	0.60892	0.99975	0.02134	0.00704	-0.02156	0.99922	0.03323	-0.00632	-0.03337	0.99942		-1363.08235	72.89194	845.32405	0.07348	-0.06933	0.12487	1.90766	1.00000	0.00218	0.00121	-0.00218	1.00000	0.00128	-0.00121	-0.00128	1.00000		-2071.36568	81.06468	840.39852	-0.02597	-0.07659	0.11529	0.12262	1.00000	0.00201	0.00134	-0.00201	1.00000	-0.00046	-0.00134	0.00045	1.00000	
205	2.04000	-1590.78984	-347.65747	860.20807	2.10927	-0.38653	1.38321	0.57423	0.99969	0.02387	0.00763	-0.02414	0.99904	0.03663	-0.00675	-0.03680	0.99930		-1363.09387	72.88519	845.37439	0.09386	-0.04534	0.11393	1.93862	1.00000	0.00199	0.00079	-0.00199	1.00000	0.00164	-0.00079	-0.00164	1.00000		-2071.53333	81.02465	840.48575	-0.01507	-0.08544	0.40720	0.17725	0.99997	0.00711	0.00149	-0.00711	0.99997	-0.00027	-0.00149	0.00026	1.00000	
206	2.05000	-1590.80853	-347.81759	860.16326	2.16105	-0.39452	1.35978	0.56423	0.99969	0.02345	0.00777	-0.02373	0.99901	0.03753	-0.00689	-0.03771	0.99927		-1363.08168	72.87693	845.27487	0.05872	-0.06874	0.08261	1.91816	1.00000	0.00144	0.00120	-0.00144	1.00000	0.00102	-0.00120	-0.00102	1.00000		-2071.34811	81.02566	840.37429	-0.02369	-0.13010	0.11933	0.13521	1.00000	0.00208	0.00227	-0.00208	1.00000	-0.00042	-0.00227	0.00041	1.00000	
207	2.06000	-1590.82970	-347.99834	860.14846	2.20290	-0.49787	1.37328	0.55657	0.99968	0.02361	0.00960	-0.02397	0.99898	0.03822	-0.00869	-0.03844	0.99922		-1363.11896	72.89580	845.34933	0.10515	-0.02661	0.08321	1.93892	1.00000	0.00145	0.00047	-0.00145	1.00000	0.00183	-0.00046	-0.00184	1.00000		-2071.47732	80.98933	840.41906	-0.02028	-0.10834	0.34244	0.13537	0.99998	0.00598	0.00189	-0.00598	0.99998	-0.00037	-0.00189	0.00035	1.00000	
208	2.07000	-1590.76778	-348.19380	860.18145	2.33862	-0.42538	1.46859	0.56110	0.99964	0.02530	0.00846	-0.02563	0.99885	0.04060	-0.00742	-0.04080	0.99914		-1363.01349	72.72961	845.30898	-0.06333	-0.14939	-0.11829	1.87509	0.99999	-0.00206	0.00261	0.00206	1.00000	-0.00110	-0.00261	0.00111	1.00000		-2071.45727	81.02177	840.41157	0.02463	-0.13907	0.38654	0.16093	0.99997	0.00675	0.00243	-0.00675	0.99998	0.00041	-0.00243	-0.00043	1.00000	
209	2.08000	-1590.66556	-348.42461	860.02314	2.41690	-0.34243	1.41040	0.58289	0.99968	0.02434	0.00701	-0.02461	0.99881	0.04201	-0.00598	-0.04217	0.99909		-1363.02797	72.73833	845.31915	-0.01899	-0.13223	-0.14911	1.88528	0.99999	-0.00260	0.00231	0.00260	1.00000	-0.00033	-0.00231	0.00033	1.00000		-2071.44270	81.00506	840.41110	-0.04041	-0.11927	0.38228	0.14402	0.99998	0.00667	0.00208	-0.00667	0.99998	-0.00072	-0.00208	0.00071	1.00000	
210	2.09000	-1590.51379	-348.69610	859.91228	2.52303	-0.25372	1.57942	0.60514	0.99961	0.02734	0.00564	-0.02756	0.99866	0.04388	-0.00443	-0.04402	0.99902		-1363.01444	72.75690	845.34032	-0.01148	-0.13853	-0.12393	1.88260	0.99999	-0.00216	0.00242	0.00216	1.00000	-0.00020	-0.00242	0.00020	1.00000		-2071.31714	81.14545	840.47551	0.07313	-0.01975	0.36943	0.19507	0.99998	0.00645	0.00035	-0.00645	0.99998	0.00127	-0.00034	-0.00128	1.00000	
211	2.10000	-1590.45703	-349.19843	859.95763	2.73570	-0.27782	1.43546	0.56231	0.99967	0.02479	0.00604	-0.02505	0.99855	0.04759	-0.00485	-0.04773	0.99885		-1363.02533	72.72664	845.31112	-0.02877	-0.14503	-0.13917	1.88987	0.99999	-0.00243	0.00253	0.00243	1.00000	-0.00050	-0.00253	0.00050	1.00000		-2071.42024	81.03178	840.43504	-0.00402	-0.08226	0.43781	0.15591	0.99997	0.00764	0.00144	-0.00764	0.99997	-0.00008	-0.00144	0.00007	1.00000	
212	2.11000	-1590.23069	-349.65376	859.85748	2.89359	-0.17442	1.42821	0.58033	0.99968	0.02474	0.00430	-0.02492	0.99842	0.05039	-0.00304	-0.05048	0.99872		-1363.00184	72.72212	845.30929	-0.01594	-0.12763	-0.17883	1.87716	0.99999	-0.00312	0.00223	0.00312	1.00000	-0.00027	-0.00223	0.00028	1.00000		-2071.32012	81.01073	840.42778	0.00507	-0.09111	0.21611	0.14631	0.99999	0.00377	0.00159	-0.00377	0.99999	0.00008	-0.00159	-0.00009	1.00000	
213	2.12000	-1590.19613	-350.04973	859.76310	3.11353	-0.17118	1.44917	0.54439	0.99968	0.02509	0.00436	-0.02529	0.99821	0.05422	-0.00299	-0.05431	0.99852		-1363.03780	72.74653	845.37440	0.03365	-0.12103	-0.13925	1.89286	0.99999	-0.00243	0.00211	0.00243	1.00000	0.00059	-0.00211	-0.00059	1.00000		-2071.46719	81.13869	840.49333	0.10127	-0.04724	0.70268	0.09749	0.99992	0.01226	0.00085	-0.01226	0.99992	0.00176	-0.00082	-0.00177	1.00000	
214	2.13000	-1590.09741	-350.60263	859.74639	3.42141	-0.10155	1.71145	0.56715	0.99955	0.02971	0.00355	-0.02987	0.99778	0.05960	-0.00177	-0.05968	0.99822		-1363.08783	72.86707	845.36259	0.04524	-0.06927	0.16472	1.92987	1.00000	0.00287	0.00121	-0.00287	1.00000	0.00079	-0.00121	-0.00079	1.00000		-2071.29487	81.00601	840.40897	-0.03695	-0.08670	0.20402	0.12947	0.99999	0.00356	0.00151	-0.00356	0.99999	-0.00065	-0.00151	0.00064	1.00000	
215	2.14000	-1590.05754	-351.08463	859.70887	3.59056	-0.06518	1.78401	0.57933	0.99951	0.03100	0.00308	-0.03113	0.99756	0.06256	-0.00114	-0.06263	0.99804		-1363.03954	72.76548	845.32030	-0.06442	-0.14178	-0.15183	1.88001	0.99999	-0.00265	0.00248	0.00265	1.00000	-0.00112	-0.00247	0.00112	1.00000		-2071.43556	81.03320	840.42384	0.01869	-0.10251	0.34887	0.14971	0.99998	0.00609	0.00179	-0.00609	0.99998	0.00032	-0.00179	-0.00033	1.00000	
216	2.15000	-1589.95561	-351.69603	859.49400	3.87220	-0.02042	1.72210	0.59341	0.99955	0.02996	0.00238	-0.03005	0.99727	0.06749	-0.00036	-0.06753	0.99772		-1363.01998	72.74471	845.32864	-0.01298	-0.13032	-0.11785	1.89289	1.00000	-0.00206	0.00227	0.00206	1.00000	-0.00022	-0.00227	0.00023	1.00000		-2071.51726	81.10666	840.47420	0.10712	-0.05028	0.72813	0.10213	0.99992	0.01271	0.00090	-0.01271	0.99992	0.00186	-0.00088	-0.00187	1.00000	
217	2.16000	-1590.04100	-352.34239	859.39914	4.14497	-0.09073	1.68847	0.59670	0.99956	0.02927	0.00371	-0.02946	0.99695	0.07220	-0.00158	-0.07228	0.99738		-1363.05554	72.77054	845.29263	-0.03729	-0.14724	-0.12851	1.89275	0.99999	-0.00224	0.00257	0.00224	1.00000	-0.00065	-0.00257	0.00065	1.00000		-2071.48685	81.01248	840.41239	0.00606	-0.14630	0.42077	0.18423	0.99997	0.00734	0.00255	-0.00734	0.99997	0.00009	-0.00255	-0.00011	1.00000	
218	2.17000	-1590.11465	-352.87164	859.39443	4.31593	-0.10518	1.74430	0.62035	0.99953	0.03021	0.00412	-0.03044	0.99671	0.07517	-0.00184	-0.07526	0.99716		-1363.09503	72.87352	845.32402	0.06258	-0.04636	0.12802	1.91552	1.00000	0.00223	0.00081	-0.00223	1.00000	0.00109	-0.00081	-0.00109	1.00000		-2071.49466	81.03491	840.44874	0.02262	-0.12342	0.43985	0.15392	0.99997	0.00768	0.00216	-0.00768	0.99997	0.00038	-0.00215	-0.00039	1.00000	
219	2.18000	-1590.12014	-353.27654	859.30058	4.33235	-0.02757	2.10457	0.38919	0.99933	0.03658	0.00325	-0.03672	0.99647	0.07547	-0.00048	-0.07554	0.99714		-1363.02506	72.77068	845.32044	-0.02310	-0.13624	-0.14476	1.90015	0.99999	-0.00253	0.00238	0.00253	1.00000	-0.00040	-0.00238	0.00040	1.00000		-2071.28998	81.03625	840.36475	-0.02345	-0.08175	-0.09180	0.21309	1.00000	-0.00160	0.00143	0.00160	1.00000	-0.00041	-0.00143	0.00041	1.00000	
220	2.19000	-1590.21353	-353.97791	859.50549	4.51997	-0.19539	1.91798	0.61577	0.99943	0.03310	0.00604	-0.03347	0.99634	0.07865	-0.00341	-0.07881	0.99688		-1363.01417	72.74855	845.30714	-0.03966	-0.11799	-0.18768	1.90209	0.99999	-0.00327	0.00206	0.00328	0.99999	-0.00069	-0.00206	0.00069	1.00000		-2071.49898	81.03850	840.41582	-0.01853	-0.11494	0.46017	0.15395	0.99997	0.00803	0.00200	-0.00803	0.99997	-0.00034	-0.00201	0.00032	1.00000	
221	2.20000	-1590.21154	-354.30101	859.15656	4.48400	-0.10179	2.21360	0.40305	0.99925	0.03837	0.00479	-0.03862	0.99620	0.07805	-0.00178	-0.07818	0.99694		-1363.03032	72.74236	845.29740	-0.05973	-0.13598	-0.15761	1.87040	0.99999	-0.00275	0.00238	0.00275	1.00000	-0.00104	-0.00237	0.00104	1.00000		-2071.36764	81.05116	840.41577	-0.03057	-0.02643	0.13057	0.14355	1.00000	0.00228	0.00046	-0.00228	1.00000	-0.00053	-0.00046	0.00053	1.00000	
222	2.21000	-1590.29853	-354.90367	859.19324	4.62222	-0.15838	2.03310	0.59273	0.99937	0.03514	0.00561	-0.03548	0.99613	0.08044	-0.00276	-0.08059	0.99674		-1363.10968	72.86641	845.37134	0.11247	-0.06134	0.11964	1.94504	1.00000	0.00209	0.00107	-0.00209	1.00000	0.00196	-0.00107	-0.00196	1.00000		-2071.47106	81.04914	840.43325	0.00290	-0.12822	0.42341	0.16996	0.99997	0.00739	0.00224	-0.00739	0.99997	0.00003	-0.00224	-0.00005	1.00000	
223	2.22000	-1590.28166	-355.25472	859.22653	4.68285	-0.14234	2.01027	0.58257	0.99938	0.03476	0.00534	-0.03508	0.99606	0.08150	-0.00248	-0.08164	0.99666		-1363.01225	72.73136	845.29249	-0.04604	-0.14305	-0.18436	1.85941	0.99999	-0.00322	0.00250	0.00322	0.99999	-0.00080	-0.00250	0.00080	1.00000		-2071.38842	81.01903	840.41196	-0.01620	-0.11008	0.40050	0.13441	0.99997	0.00699	0.00192	-0.00699	0.99998	-0.00030	-0.00192	0.00028	1.00000	
224	2.23000	-1590.34905	-355.43897	859.18072	4.63774	-0.03333	2.25114	0.58730	0.99923	0.03910	0.00376	-0.03928	0.99596	0.08077	-0.00058	-0.08086	0.99673		-1363.12951	72.88795	845.39240	0.12983	-0.03964	0.11658	1.94879	1.00000	0.00203	0.00070	-0.00203	1.00000	0.00226	-0.00069	-0.00227	1.00000		-2071.41339	81.00477	840.41926	-0.01353	-0.10090	0.37430	0.14468	0.99998	0.00653	0.00176	-0.00653	0.99998	-0.00025	-0.00176	0.00024	1.00000	
225	2.24000	-1590.32317	-355.34394	858.94715	4.54728	0.16606	2.71397	0.36137	0.99887	0.04743	0.00087	-0.04735	0.99572	0.07933	0.00290	-0.07928	0.99685		-1363.04759	72.77197	845.38917	-0.00297	-0.11154	-0.08961	1.90596	1.00000	-0.00156	0.00195	0.00156	1.00000	-0.00005	-0.00195	0.00005	1.00000		-2071.44699	81.15325	840.50262	0.10668	-0.03621	0.66130	0.08012	0.99993	0.01154	0.00065	-0.01154	0.99993	0.00185	-0.00063	-0.00186	1.00000	
226	2.25000	-1590.59569	-355.43096	859.06867	4.59001	0.16152	2.62253	0.38609	0.99895	0.04583	0.00085	-0.04576	0.99574	0.08007	0.00282	-0.08002	0.99679		-1363.03248	72.75150	845.31946	-0.04427	-0.15139	-0.15383	1.88064	0.99999	-0.00268	0.00264	0.00268	1.00000	-0.00077	-0.00264	0.00077	1.00000		-2071.39432	81.01259	840.41063	-0.01757	-0.09020	0.38386	0.15301	0.99998	0.00670	0.00157	-0.00670	0.99998	-0.00032	-0.00157	0.00031	1.00000	
227	2.26000	-1590.87778	-355.31055	858.99012	4.42356	0.15521	2.64945	0.39626	0.99893	0.04630	0.00087	-0.04623	0.99595	0.07717	0.00271	-0.07713	0.99702		-1363.03202	72.77990	845.29130	0.00338	-0.12092	-0.15860	1.88910	0.99999	-0.00277	0.00211	0.00277	1.00000	0.00006	-0.00211	-0.00006	1.00000		-2071.43799	81.00725	840.38735	0.01111	-0.08755	0.48273	0.14997	0.99996	0.00842	0.00153	-0.00843	0.99996	0.00018	-0.00153	-0.00019	1.00000	
