NO_OF_FRAMES	3996
NO_OF_CAMERAS	8
NO_OF_BODIES	3
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-08-19, 16:38:19.875	16348406.23157430
DATA_INCLUDED	6D
BODY_NAMES	tag1	tag2	anchor
BODY_FILTERS	No filter	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	Global	
ROTATION_ORIGIN	Global	Global	Global	
Frame	Time	tag1 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		tag2 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		anchor X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
1681	16.80000	561.42495	107.71189	904.55048	1.36312	-0.59534	5.82649	2.28670	0.99478	0.10124	0.01275	-0.10151	0.99458	0.02261	-0.01039	-0.02379	0.99966		-1111.76412	6.65339	903.83486	6.65498	3.31025	-64.11959	0.54867	0.43577	-0.89072	-0.12930	0.89821	0.43957	-0.00102	0.05774	-0.11570	0.99160		-2071.54480	81.12998	840.46210	0.09308	-0.06917	0.73997	0.09749	0.99992	0.01291	0.00123	-0.01291	0.99992	0.00161	-0.00121	-0.00162	1.00000	
1682	16.81000	563.96418	108.47874	904.01001	1.42211	-0.77528	5.89843	2.27010	0.99461	0.10240	0.01601	-0.10276	0.99443	0.02330	-0.01353	-0.02482	0.99960		-1109.52976	8.66753	904.45165	6.74075	3.34480	-64.19924	0.53593	0.43450	-0.89111	-0.13089	0.89878	0.43840	-0.00108	0.05834	-0.11718	0.99140		-2071.53014	81.12276	840.46259	0.09196	-0.06043	0.73692	0.07984	0.99992	0.01286	0.00108	-0.01286	0.99992	0.00159	-0.00105	-0.00161	1.00000	
1683	16.82000	566.61424	109.28330	903.49697	1.49030	-0.89971	5.99016	2.22354	0.99442	0.10392	0.01833	-0.10434	0.99425	0.02423	-0.01570	-0.02600	0.99954		-1107.36952	10.90431	905.18707	6.68465	3.37210	-64.40504	0.58711	0.43126	-0.89278	-0.13022	0.90031	0.43524	-0.00240	0.05882	-0.11620	0.99148		-2071.52932	81.12032	840.46945	0.08535	-0.06329	0.73785	0.08584	0.99992	0.01288	0.00112	-0.01288	0.99992	0.00148	-0.00110	-0.00149	1.00000	
1684	16.83000	569.42745	110.24451	902.88480	1.59995	-0.97530	5.77693	2.30417	0.99478	0.10014	0.01974	-0.10064	0.99458	0.02607	-0.01702	-0.02792	0.99947		-1104.19706	13.65299	906.00338	7.55795	2.79836	-68.08306	1.96469	0.37282	-0.91727	-0.14009	0.92662	0.37598	0.00420	0.04882	-0.13137	0.99013		-2071.32149	81.00572	840.37194	-0.03597	-0.06828	0.04608	0.14494	1.00000	0.00080	0.00119	-0.00080	1.00000	-0.00063	-0.00119	0.00063	1.00000	
1685	16.84000	571.69185	111.06755	903.19393	1.42328	-0.55149	6.49461	1.76538	0.99354	0.11284	0.01237	-0.11310	0.99330	0.02359	-0.00963	-0.02484	0.99965		-1103.21193	15.13605	906.46331	7.01880	3.28243	-65.50334	0.59097	0.41396	-0.90027	-0.13476	0.90849	0.41790	-0.00105	0.05726	-0.12199	0.99088		-2071.37151	81.16146	840.47696	0.06994	-0.02278	0.38703	0.18392	0.99998	0.00675	0.00041	-0.00675	0.99998	0.00122	-0.00040	-0.00122	1.00000	
1686	16.85000	575.04842	112.33039	901.88052	1.57882	-0.95387	5.82943	2.25141	0.99469	0.10107	0.01935	-0.10155	0.99450	0.02572	-0.01665	-0.02755	0.99948		-1101.31492	17.11188	907.05245	6.96541	3.23654	-65.42059	0.62460	0.41529	-0.89983	-0.13359	0.90794	0.41911	-0.00052	0.05646	-0.12108	0.99104		-2071.35119	81.14563	840.41816	0.07324	-0.00309	0.35896	0.21152	0.99998	0.00626	0.00006	-0.00626	0.99998	0.00128	-0.00005	-0.00128	1.00000	
1687	16.86000	577.97276	113.50805	901.43476	1.46087	-0.92419	5.80352	2.28178	0.99475	0.10068	0.01862	-0.10110	0.99459	0.02373	-0.01613	-0.02549	0.99954		-1098.49219	19.73484	907.75565	7.45703	2.58714	-68.04856	1.87719	0.37344	-0.91747	-0.13710	0.92656	0.37609	0.00700	0.04514	-0.12965	0.99053		-2071.45392	80.99485	840.39351	-0.03264	-0.14689	0.50074	0.19863	0.99996	0.00874	0.00256	-0.00874	0.99996	-0.00059	-0.00256	0.00057	1.00000	
1688	16.87000	580.86279	114.85216	901.03132	1.20457	-0.92081	5.74457	2.31815	0.99485	0.09974	0.01809	-0.10008	0.99479	0.01931	-0.01607	-0.02102	0.99965		-1097.71775	20.73827	908.22416	6.78652	3.06421	-64.66177	0.55578	0.42735	-0.89476	-0.12952	0.90250	0.43067	0.00260	0.05346	-0.11800	0.99157		-2071.41780	80.99524	840.38734	-0.01694	-0.12366	0.35208	0.13599	0.99998	0.00615	0.00216	-0.00614	0.99998	-0.00031	-0.00216	0.00030	1.00000	
1689	16.88000	583.77446	116.10610	900.62802	0.96034	-0.93004	5.92839	2.40234	0.99452	0.10300	0.01787	-0.10327	0.99454	0.01499	-0.01623	-0.01676	0.99973		-1095.92589	22.91555	908.80347	6.75445	2.90730	-64.48779	0.55455	0.43015	-0.89366	-0.12784	0.90133	0.43310	0.00520	0.05072	-0.11746	0.99178		-2071.32860	81.03894	840.44947	-0.02756	0.00216	-0.03020	0.17521	1.00000	-0.00053	-0.00004	0.00053	1.00000	-0.00048	0.00004	0.00048	1.00000	
1690	16.89000	586.11233	117.37690	901.08182	0.38456	-0.56332	6.67595	1.83543	0.99317	0.11619	0.01054	-0.11625	0.99320	0.00552	-0.00983	-0.00671	0.99993		-1094.16207	24.80692	909.46490	6.67129	2.76335	-64.43616	0.54561	0.43101	-0.89358	-0.12546	0.90106	0.43365	0.00693	0.04821	-0.11604	0.99207		-2071.38609	81.13939	840.41161	0.06095	-0.02543	0.41324	0.18690	0.99997	0.00721	0.00045	-0.00721	0.99997	0.00106	-0.00044	-0.00106	1.00000	
1691	16.90000	589.19102	118.90054	900.21001	0.41697	-1.04319	5.66920	2.29068	0.99494	0.09865	0.01884	-0.09877	0.99510	0.00544	-0.01821	-0.00728	0.99981		-1092.40707	26.92213	909.95565	6.52864	2.69098	-64.29360	0.56024	0.43328	-0.89287	-0.12268	0.90004	0.43576	0.00729	0.04695	-0.11357	0.99242		-2071.49994	81.12405	840.46652	0.08687	-0.04198	0.66694	0.09354	0.99993	0.01164	0.00075	-0.01164	0.99993	0.00151	-0.00073	-0.00152	1.00000	
1692	16.91000	591.93970	120.22374	900.07710	0.28458	-1.07260	5.57202	2.29336	0.99510	0.09700	0.01911	-0.09708	0.99527	0.00313	-0.01872	-0.00497	0.99981		-1090.68363	28.87181	910.45102	6.40075	2.64666	-64.27734	0.54372	0.43355	-0.89306	-0.12035	0.89994	0.43595	0.00704	0.04618	-0.11136	0.99271		-2071.54987	81.14077	840.47130	0.07335	-0.06944	0.70659	0.08641	0.99992	0.01233	0.00123	-0.01233	0.99992	0.00127	-0.00121	-0.00128	1.00000	
1693	16.92000	594.65527	121.39792	899.95912	0.27713	-1.09214	5.53958	2.31305	0.99515	0.09644	0.01944	-0.09652	0.99533	0.00297	-0.01906	-0.00484	0.99981		-1088.88926	30.83350	910.88456	6.24806	2.56707	-64.00818	0.55881	0.43780	-0.89138	-0.11734	0.89795	0.44002	0.00768	0.04479	-0.10872	0.99306		-2071.34994	81.00901	840.39548	-0.03380	-0.09887	0.16200	0.11396	0.99999	0.00283	0.00172	-0.00283	1.00000	-0.00059	-0.00173	0.00059	1.00000	
1694	16.93000	596.76081	122.33689	900.72693	-0.00956	-0.64128	6.39491	1.64990	0.99372	0.11138	0.01110	-0.11137	0.99378	-0.00141	-0.01119	0.00017	0.99994		-1087.13592	32.67461	911.38769	6.34641	2.56548	-64.06071	0.54772	0.43698	-0.89158	-0.11886	0.89836	0.43919	0.00835	0.04476	-0.11043	0.99288		-2071.51855	81.11679	840.45192	0.08214	-0.06653	0.69503	0.09325	0.99993	0.01213	0.00118	-0.01213	0.99993	0.00142	-0.00116	-0.00143	1.00000	
1695	16.94000	600.03128	123.58663	899.81812	0.40774	-1.11687	5.49014	2.34984	0.99522	0.09553	0.02008	-0.09566	0.99540	0.00522	-0.01949	-0.00712	0.99978		-1085.45000	34.57394	911.69696	6.29633	2.48593	-64.05117	0.58249	0.43716	-0.89168	-0.11748	0.89834	0.43921	0.00922	0.04337	-0.10957	0.99303		-2071.52779	81.13847	840.47603	0.08404	-0.07064	0.70830	0.09241	0.99992	0.01236	0.00125	-0.01236	0.99992	0.00145	-0.00123	-0.00147	1.00000	
1696	16.95000	602.72818	124.56309	899.89885	0.48126	-1.11348	5.72097	2.34263	0.99483	0.09952	0.02017	-0.09967	0.99500	0.00642	-0.01943	-0.00840	0.99978		-1083.72280	36.28999	911.79529	6.32350	2.50924	-64.19501	0.57193	0.43489	-0.89270	-0.11810	0.89942	0.43700	0.00877	0.04378	-0.11004	0.99296		-2071.40110	81.13394	840.43779	0.08228	-0.01965	0.42722	0.16050	0.99997	0.00746	0.00035	-0.00746	0.99997	0.00143	-0.00034	-0.00144	1.00000	
1697	16.96000	605.25115	125.79222	899.98007	0.58672	-1.16786	5.50911	2.27232	0.99517	0.09579	0.02127	-0.09598	0.99535	0.00824	-0.02038	-0.01024	0.99974		-1081.96181	38.12153	911.81402	6.25674	2.45702	-63.95422	0.53928	0.43869	-0.89104	-0.11663	0.89762	0.44067	0.00957	0.04287	-0.10888	0.99313		-2071.50636	81.11562	840.45611	0.08388	-0.05678	0.68137	0.06587	0.99993	0.01189	0.00101	-0.01189	0.99993	0.00145	-0.00099	-0.00146	1.00000	
1698	16.97000	607.86888	126.97585	900.08766	0.58697	-1.23188	5.53032	2.24392	0.99512	0.09615	0.02238	-0.09635	0.99531	0.00812	-0.02150	-0.01024	0.99972		-1080.35382	39.90494	911.79395	6.22903	2.43707	-64.10621	0.54922	0.43631	-0.89228	-0.11607	0.89879	0.43828	0.00936	0.04252	-0.10840	0.99320		-2071.43394	80.96435	840.41352	-0.03742	-0.13203	0.37402	0.13161	0.99998	0.00653	0.00230	-0.00653	0.99998	-0.00067	-0.00230	0.00065	1.00000	
1699	16.98000	610.51947	128.24162	900.17441	0.55627	-1.33897	5.38582	2.22787	0.99531	0.09363	0.02417	-0.09384	0.99556	0.00747	-0.02337	-0.00971	0.99968		-1078.69039	41.71072	911.68202	6.18670	2.44675	-64.09013	0.56640	0.43656	-0.89223	-0.11548	0.89866	0.43855	0.00891	0.04269	-0.10767	0.99327		-2071.31618	81.02410	840.37149	-0.02557	-0.08184	0.14637	0.13894	1.00000	0.00256	0.00143	-0.00255	1.00000	-0.00045	-0.00143	0.00045	1.00000	
1700	16.99000	613.33507	129.47209	900.23434	0.33645	-1.40439	5.63362	2.23018	0.99487	0.09802	0.02497	-0.09814	0.99517	0.00344	-0.02451	-0.00587	0.99968		-1077.17981	43.39198	911.54562	6.20257	2.43094	-64.04282	0.55335	0.43731	-0.89185	-0.11560	0.89831	0.43926	0.00938	0.04242	-0.10795	0.99325		-2071.44183	81.00538	840.38002	-0.01906	-0.13435	0.35362	0.15227	0.99998	0.00617	0.00234	-0.00617	0.99998	-0.00035	-0.00234	0.00033	1.00000	
1701	17.00000	616.48620	131.26022	900.18829	-0.04034	-1.33603	4.46377	1.97114	0.99670	0.07784	0.02319	-0.07781	0.99697	-0.00252	-0.02332	0.00070	0.99973		-1075.68699	45.08492	911.36111	6.21059	2.39884	-63.95734	0.57322	0.43866	-0.89121	-0.11547	0.89768	0.44053	0.01011	0.04186	-0.10809	0.99326		-2071.37597	81.14412	840.43877	0.07502	-0.00422	0.39256	0.18344	0.99998	0.00685	0.00008	-0.00685	0.99998	0.00131	-0.00007	-0.00131	1.00000	
1702	17.01000	619.44925	132.51537	900.43181	-0.25405	-1.18564	4.52007	1.85349	0.99668	0.07890	0.02028	-0.07879	0.99687	-0.00605	-0.02069	0.00443	0.99978		-1074.23802	46.86724	911.15740	6.16855	2.38725	-63.91925	0.55347	0.43926	-0.89101	-0.11472	0.89740	0.44111	0.01005	0.04165	-0.10736	0.99335		-2071.50940	81.01876	840.48166	-0.01395	-0.05277	0.34698	0.16308	0.99998	0.00606	0.00092	-0.00606	0.99998	-0.00025	-0.00092	0.00024	1.00000	
1703	17.02000	622.62663	133.80995	900.50684	-0.53001	-1.08429	4.57619	2.01689	0.99663	0.07996	0.01812	-0.07977	0.99676	-0.01073	-0.01892	0.00925	0.99978		-1072.94413	48.40848	910.91768	6.23653	2.33953	-63.78102	0.50291	0.44143	-0.88984	-0.11538	0.89636	0.44317	0.01159	0.04082	-0.10854	0.99325		-2071.34823	81.05297	840.38297	-0.00331	-0.06264	0.07368	0.13454	1.00000	0.00129	0.00109	-0.00129	1.00000	-0.00006	-0.00109	0.00006	1.00000	
1704	17.03000	625.73345	135.14510	900.67606	-0.86327	-0.93234	4.51022	2.04477	0.99677	0.07887	0.01503	-0.07863	0.99677	-0.01630	-0.01627	0.01506	0.99975		-1071.65551	50.31557	910.65510	6.19833	2.22521	-63.88718	0.56831	0.43981	-0.89083	-0.11394	0.89725	0.44133	0.01286	0.03883	-0.10789	0.99340		-2071.37869	81.14937	840.42014	0.06331	-0.02590	0.40270	0.18016	0.99998	0.00703	0.00046	-0.00703	0.99997	0.00110	-0.00045	-0.00111	1.00000	
1705	17.04000	628.86113	136.41398	900.78825	-1.17692	-0.86218	4.40604	2.18390	0.99693	0.07712	0.01342	-0.07682	0.99681	-0.02163	-0.01505	0.02054	0.99968		-1070.49059	52.12792	910.33463	6.15251	2.13275	-63.95788	0.58236	0.43873	-0.89155	-0.11254	0.89785	0.44009	0.01381	0.03721	-0.10710	0.99355		-2071.42534	80.99319	840.38552	0.00448	-0.17785	0.34772	0.17739	0.99998	0.00607	0.00310	-0.00607	0.99998	0.00006	-0.00310	-0.00008	1.00000	
1706	17.05000	631.81561	137.60845	900.85003	-1.46080	-0.75527	4.32262	2.13905	0.99707	0.07568	0.01122	-0.07537	0.99681	-0.02641	-0.01318	0.02549	0.99959		-1069.31544	53.81207	910.00371	6.16504	2.03339	-63.88976	0.56007	0.43982	-0.89108	-0.11196	0.89738	0.44098	0.01559	0.03548	-0.10733	0.99359		-2071.44379	81.01105	840.39778	-0.03835	-0.12465	0.33478	0.13823	0.99998	0.00584	0.00217	-0.00584	0.99998	-0.00068	-0.00218	0.00067	1.00000	
1707	17.06000	634.07852	138.13312	901.78692	-1.97146	-0.11654	5.68817	1.10776	0.99507	0.09913	-0.00139	-0.09911	0.99448	-0.03443	-0.00203	0.03440	0.99941		-1068.17136	55.63261	909.64720	6.14794	1.98874	-63.98496	0.55666	0.43834	-0.89188	-0.11138	0.89814	0.43942	0.01597	0.03470	-0.10703	0.99365		-2071.54350	81.12677	840.50067	0.09075	-0.07680	0.73286	0.10863	0.99992	0.01279	0.00136	-0.01279	0.99992	0.00157	-0.00134	-0.00158	1.00000	
1708	17.07000	636.85435	138.99390	901.78626	-2.04205	-0.12925	5.67008	1.11004	0.99510	0.09882	-0.00128	-0.09880	0.99447	-0.03568	-0.00226	0.03563	0.99936		-1067.00861	57.41848	909.20052	6.08990	1.94373	-64.02268	0.53193	0.43776	-0.89232	-0.11014	0.89845	0.43878	0.01615	0.03392	-0.10603	0.99378		-2071.52416	81.12502	840.48887	0.08003	-0.08526	0.71126	0.08518	0.99992	0.01241	0.00151	-0.01241	0.99992	0.00138	-0.00149	-0.00140	1.00000	
1709	17.08000	640.21840	140.17921	901.02103	-1.67464	-0.71680	4.21016	2.21059	0.99722	0.07375	0.01033	-0.07341	0.99685	-0.03006	-0.01251	0.02922	0.99949		-1065.80099	59.24999	908.61469	6.09307	1.94814	-64.02800	0.54967	0.43768	-0.89235	-0.11023	0.89849	0.43870	0.01609	0.03399	-0.10608	0.99378		-2071.45292	81.02727	840.40378	0.01146	-0.14146	0.39043	0.19260	0.99997	0.00681	0.00247	-0.00681	0.99998	0.00018	-0.00247	-0.00020	1.00000	
1710	17.09000	642.82071	140.76709	900.95166	-1.52622	-0.80823	4.13910	2.27466	0.99729	0.07253	0.01214	-0.07217	0.99701	-0.02758	-0.01411	0.02663	0.99955		-1064.61952	61.01522	908.01136	6.04225	1.95160	-64.20034	0.53053	0.43497	-0.89376	-0.10951	0.89980	0.43604	0.01532	0.03406	-0.10520	0.99387		-2071.41081	80.99439	840.39200	-0.05185	-0.11965	0.33542	0.12494	0.99998	0.00586	0.00208	-0.00585	0.99998	-0.00092	-0.00209	0.00090	1.00000	
1711	17.10000	645.41702	141.19049	900.97999	-1.38207	-0.92816	4.26074	2.15916	0.99711	0.07466	0.01436	-0.07429	0.99692	-0.02526	-0.01620	0.02412	0.99958		-1063.47513	62.87231	907.47519	6.03879	1.98404	-64.26572	0.59079	0.43394	-0.89424	-0.10972	0.90028	0.43507	0.01466	0.03462	-0.10514	0.99385		-2071.44677	80.98617	840.38788	-0.02800	-0.14485	0.39554	0.16641	0.99997	0.00690	0.00252	-0.00690	0.99998	-0.00051	-0.00253	0.00049	1.00000	
1712	17.11000	648.05484	141.65711	900.89749	-1.18789	-1.10030	4.10615	2.15304	0.99725	0.07199	0.01766	-0.07159	0.99719	-0.02205	-0.01920	0.02073	0.99960		-1062.23534	64.68894	906.91832	6.00613	2.01498	-64.18629	0.52270	0.43518	-0.89367	-0.10942	0.89966	0.43637	0.01408	0.03516	-0.10457	0.99390		-2071.35363	81.14552	840.41334	0.07376	-0.01920	0.42301	0.17851	0.99997	0.00738	0.00034	-0.00738	0.99997	0.00128	-0.00034	-0.00129	1.00000	
1713	17.12000	650.77143	142.00877	900.65766	-1.04294	-1.27604	4.01686	2.19400	0.99730	0.07044	0.02094	-0.07003	0.99735	-0.01972	-0.02227	0.01820	0.99959		-1061.16245	66.54272	906.39224	5.92883	1.97893	-64.34733	0.53674	0.43266	-0.89507	-0.10798	0.90090	0.43381	0.01376	0.03453	-0.10323	0.99406		-2071.44782	80.96369	840.41283	-0.01550	-0.13606	0.49787	0.17303	0.99996	0.00869	0.00237	-0.00869	0.99996	-0.00029	-0.00237	0.00027	1.00000	
1714	17.13000	653.38126	142.42818	900.42172	-0.94434	-1.24186	4.00110	2.16664	0.99733	0.07012	0.02047	-0.06976	0.99740	-0.01795	-0.02167	0.01648	0.99963		-1060.10683	68.42718	905.98269	5.85855	1.95405	-64.36407	0.54310	0.43240	-0.89535	-0.10670	0.90104	0.43353	0.01358	0.03410	-0.10201	0.99420		-2071.43565	81.00573	840.41682	-0.02934	-0.12829	0.37766	0.17007	0.99998	0.00659	0.00224	-0.00659	0.99998	-0.00053	-0.00224	0.00051	1.00000	
1715	17.14000	656.04397	142.81217	900.02857	-0.95833	-1.20443	4.03316	2.14365	0.99730	0.07067	0.01979	-0.07032	0.99736	-0.01816	-0.02102	0.01672	0.99964		-1059.01484	70.11953	905.50520	5.85512	1.96559	-64.07867	0.51151	0.43688	-0.89317	-0.10667	0.89887	0.43800	0.01391	0.03430	-0.10195	0.99420		-2071.52192	81.13174	840.47946	0.09227	-0.06725	0.71116	0.09350	0.99992	0.01241	0.00119	-0.01241	0.99992	0.00160	-0.00117	-0.00161	1.00000	
1716	17.15000	658.70258	143.27323	899.60439	-1.05516	-1.14529	3.93569	2.14453	0.99744	0.06899	0.01867	-0.06862	0.99745	-0.01974	-0.01999	0.01841	0.99963		-1057.93877	72.31320	904.89501	5.52975	1.96593	-64.21407	0.57002	0.43475	-0.89480	-0.10162	0.89990	0.43596	0.01117	0.03431	-0.09631	0.99476		-2071.53240	81.12759	840.47858	0.09947	-0.06846	0.68493	0.08740	0.99993	0.01195	0.00122	-0.01195	0.99993	0.00172	-0.00119	-0.00174	1.00000	
1717	17.16000	661.32952	143.74896	899.13552	-1.22751	-1.09886	3.85700	2.23073	0.99755	0.06766	0.01769	-0.06725	0.99748	-0.02266	-0.01918	0.02142	0.99959		-1056.91651	74.08749	904.47564	5.37232	1.96450	-64.07692	0.56942	0.43691	-0.89403	-0.09913	0.89885	0.43813	0.01023	0.03428	-0.09357	0.99502		-2071.47418	81.01341	840.43059	-0.03882	-0.11332	0.42900	0.14189	0.99997	0.00749	0.00197	-0.00749	0.99997	-0.00069	-0.00198	0.00068	1.00000	
1718	17.17000	663.28937	143.55621	899.43434	-1.78763	-0.45466	5.71041	1.31065	0.99501	0.09970	0.00479	-0.09950	0.99453	-0.03183	-0.00794	0.03119	0.99948		-1055.86657	76.04563	903.87099	5.15116	2.00414	-63.90284	0.56068	0.43963	-0.89304	-0.09595	0.89750	0.44094	0.00822	0.03497	-0.08973	0.99535		-2071.47774	81.02794	840.41251	-0.01559	-0.12758	0.46978	0.14624	0.99996	0.00820	0.00222	-0.00820	0.99997	-0.00029	-0.00223	0.00027	1.00000	
1719	17.18000	665.60189	143.92804	898.86349	-1.99189	-0.42401	5.74647	1.31312	0.99495	0.10032	0.00388	-0.10012	0.99435	-0.03532	-0.00740	0.03476	0.99937		-1054.89400	77.84854	903.34890	5.05373	2.04975	-63.82177	0.54857	0.44088	-0.89255	-0.09477	0.89685	0.44228	0.00689	0.03577	-0.08803	0.99548		-2071.55172	81.12539	840.44478	0.07155	-0.07053	0.73965	0.09602	0.99992	0.01291	0.00125	-0.01291	0.99992	0.00123	-0.00123	-0.00125	1.00000	
1720	17.19000	667.67757	144.24142	898.34755	-2.16999	-0.47976	5.83056	1.30844	0.99479	0.10183	0.00448	-0.10158	0.99408	-0.03852	-0.00837	0.03786	0.99925		-1053.86939	79.63174	902.88560	4.97074	2.14252	-63.77588	0.60930	0.44157	-0.89227	-0.09419	0.89645	0.44313	0.00488	0.03739	-0.08659	0.99554		-2071.41053	81.13392	840.43822	0.06409	-0.04614	0.44471	0.14185	0.99997	0.00776	0.00081	-0.00776	0.99997	0.00111	-0.00081	-0.00112	1.00000	
1721	17.20000	669.71513	144.50761	897.66210	-2.27378	-0.69946	5.88814	1.32287	0.99465	0.10299	0.00806	-0.10258	0.99389	-0.04072	-0.01221	0.03967	0.99914		-1052.81316	81.46209	902.30066	4.78124	2.18250	-63.53186	0.55541	0.44538	-0.89065	-0.09153	0.89453	0.44699	0.00318	0.03808	-0.08329	0.99580		-2071.52103	81.12257	840.45669	0.09111	-0.05791	0.68291	0.08573	0.99993	0.01192	0.00103	-0.01192	0.99993	0.00158	-0.00101	-0.00159	1.00000	
1722	17.21000	671.63922	144.74452	897.20530	-2.23556	-0.87074	5.78532	1.34956	0.99479	0.10131	0.01118	-0.10079	0.99409	-0.04034	-0.01520	0.03900	0.99912		-1051.86009	83.39871	901.75801	4.60201	2.22406	-63.59629	0.61541	0.44436	-0.89141	-0.08907	0.89501	0.44605	0.00103	0.03881	-0.08017	0.99603		-2071.44942	81.01233	840.39355	-0.01009	-0.13351	0.43181	0.16899	0.99997	0.00754	0.00233	-0.00754	0.99997	-0.00019	-0.00233	0.00018	1.00000	
1723	17.22000	673.53932	144.81541	896.48310	-2.15804	-1.15611	5.87244	1.34007	0.99455	0.10300	0.01620	-0.10229	0.99397	-0.03952	-0.02018	0.03765	0.99909		-1050.91516	85.19040	901.25212	4.46655	2.22274	-63.41140	0.56622	0.44724	-0.89018	-0.08695	0.89357	0.44892	0.00028	0.03878	-0.07782	0.99621		-2071.34090	81.12559	840.44623	0.07643	-0.02039	0.28894	0.21428	0.99999	0.00504	0.00036	-0.00504	0.99999	0.00133	-0.00036	-0.00133	1.00000	
1724	17.23000	675.98650	145.52315	895.06302	-1.61722	-1.95026	4.07456	2.22836	0.99689	0.07198	0.03193	-0.07101	0.99701	-0.03057	-0.03403	0.02821	0.99902		-1049.91958	87.11453	900.69679	4.25410	2.26677	-63.31161	0.56863	0.44879	-0.88968	-0.08399	0.89276	0.45052	-0.00192	0.03955	-0.07412	0.99646		-2071.28030	81.00565	840.37799	-0.06655	-0.05769	0.00749	0.17202	1.00000	0.00013	0.00101	-0.00013	1.00000	-0.00116	-0.00101	0.00116	1.00000	
1725	17.24000	678.07296	145.58289	894.27088	-1.41071	-2.15953	4.01576	2.27208	0.99684	0.07094	0.03585	-0.06998	0.99718	-0.02720	-0.03768	0.02460	0.99899		-1048.94221	89.09878	900.12954	3.99942	2.32156	-63.18958	0.57962	0.45067	-0.88906	-0.08048	0.89177	0.45246	-0.00461	0.04051	-0.06969	0.99675		-2071.34980	81.11595	840.42406	0.07248	-0.01542	0.33741	0.20664	0.99998	0.00589	0.00028	-0.00589	0.99998	0.00126	-0.00027	-0.00126	1.00000	
1726	17.25000	680.28245	145.58167	893.64163	-1.21241	-2.23906	4.07477	2.27418	0.99671	0.07187	0.03746	-0.07100	0.99719	-0.02388	-0.03907	0.02114	0.99901		-1047.99357	91.13848	899.58071	3.81169	2.40300	-63.13181	0.58832	0.45154	-0.88882	-0.07821	0.89126	0.45343	-0.00728	0.04193	-0.06642	0.99691		-2071.34680	81.12465	840.44985	0.06193	-0.00881	0.35742	0.20255	0.99998	0.00624	0.00016	-0.00624	0.99998	0.00108	-0.00015	-0.00108	1.00000	
1727	17.26000	682.71691	145.70683	893.00718	-1.02654	-2.30097	3.90861	2.30868	0.99687	0.06887	0.03883	-0.06811	0.99746	-0.02061	-0.04015	0.01790	0.99903		-1046.94858	93.18065	899.20300	3.62439	2.47658	-63.14386	0.62292	0.45133	-0.88913	-0.07588	0.89131	0.45329	-0.00992	0.04321	-0.06316	0.99707		-2071.48070	81.09554	840.48124	0.09714	-0.04857	0.59542	0.07787	0.99995	0.01039	0.00087	-0.01039	0.99994	0.00169	-0.00085	-0.00170	1.00000	
1728	17.27000	685.13568	145.91210	892.35513	-0.92156	-2.29502	3.76402	2.37754	0.99704	0.06628	0.03890	-0.06559	0.99767	-0.01868	-0.04004	0.01607	0.99907		-1045.96520	95.31327	898.66657	3.34159	2.51325	-63.20229	0.61487	0.45041	-0.88993	-0.07176	0.89175	0.45236	-0.01280	0.04385	-0.05823	0.99734		-2071.30068	81.03390	840.42389	-0.04565	-0.04377	-0.00997	0.17621	1.00000	-0.00017	0.00076	0.00017	1.00000	-0.00080	-0.00076	0.00080	1.00000	
1729	17.28000	687.62390	146.03482	891.78823	-0.97208	-2.22083	3.91846	2.31747	0.99691	0.06898	0.03750	-0.06829	0.99747	-0.01957	-0.03875	0.01695	0.99911		-1044.87503	97.59587	898.13053	2.96643	2.60585	-63.30467	0.55966	0.44878	-0.89115	-0.06663	0.89248	0.45075	-0.01732	0.04547	-0.05170	0.99763		-2071.38821	81.14593	840.40950	0.06266	-0.02704	0.44266	0.17737	0.99997	0.00773	0.00048	-0.00773	0.99997	0.00109	-0.00047	-0.00109	1.00000	
1730	17.29000	689.51392	145.57983	892.07154	-1.41611	-1.53060	5.80694	1.33130	0.99451	0.10180	0.02407	-0.10114	0.99450	-0.02729	-0.02671	0.02470	0.99934		-1043.68738	99.89443	897.42334	2.71556	2.65817	-63.28009	0.59748	0.44915	-0.89122	-0.06315	0.89225	0.45109	-0.02008	0.04638	-0.04733	0.99780		-2071.49004	81.00389	840.42664	0.00453	-0.13067	0.36329	0.14732	0.99998	0.00634	0.00228	-0.00634	0.99998	0.00006	-0.00228	-0.00008	1.00000	
